char,tier,status,inputForm,mainForm,radicalName,kangxiNo,resolutionType,source
裙,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88D9.json
裛,C,not-resolved,,,,,not-resolved,data/chars/88DB.json
裟,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88DF.json
裢,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88E2.json
裣,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88E3.json
裤,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88E4.json
裥,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88E5.json
裨,C,not-resolved,,,,,not-resolved,data/chars/88E8.json
裯,C,not-resolved,,,,,not-resolved,data/chars/88EF.json
裰,C,not-resolved,,,,,not-resolved,data/chars/88F0.json
裱,C,not-resolved,,,,,not-resolved,data/chars/88F1.json
裲,C,not-resolved,,,,,not-resolved,data/chars/88F2.json
裳,A,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88F3.json
裴,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88F4.json
裸,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88F8.json
裹,A,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/88F9.json
裼,C,not-resolved,,,,,not-resolved,data/chars/88FC.json
裾,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/88FE.json
褀,C,not-resolved,,,,,not-resolved,data/chars/8900.json
褂,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8902.json
褉,C,not-resolved,,,,,not-resolved,data/chars/8909.json
褊,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/890A.json
褎,C,not-resolved,,,,,not-resolved,data/chars/890E.json
褏,C,not-resolved,,,,,not-resolved,data/chars/890F.json
褐,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8910.json
褒,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/8912.json
褓,C,not-resolved,,,,,not-resolved,data/chars/8913.json
褔,C,not-resolved,,,,,not-resolved,data/chars/8914.json
褕,C,not-resolved,,,,,not-resolved,data/chars/8915.json
褙,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8919.json
褚,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/891A.json
褛,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/891B.json
褟,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/891F.json
褡,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8921.json
褢,C,not-resolved,,,,,not-resolved,data/chars/8922.json
褥,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8925.json
褦,C,not-resolved,,,,,not-resolved,data/chars/8926.json
褧,C,not-resolved,,,,,not-resolved,data/chars/8927.json
褪,C,not-resolved,,,,,not-resolved,data/chars/892A.json
褫,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/892B.json
褯,C,not-resolved,,,,,not-resolved,data/chars/892F.json
褰,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/8930.json
褱,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/8931.json
褴,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8934.json
褵,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8935.json
褶,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8936.json
褽,C,not-resolved,,,,,not-resolved,data/chars/893D.json
褾,C,not-resolved,,,,,not-resolved,data/chars/893E.json
襁,A,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8941.json
襄,C,not-resolved,,,,,not-resolved,data/chars/8944.json
襆,C,not-resolved,,,,,not-resolved,data/chars/8946.json
襉,C,not-resolved,,,,,not-resolved,data/chars/8949.json
襋,C,not-resolved,,,,,not-resolved,data/chars/894B.json
襌,C,not-resolved,,,,,not-resolved,data/chars/894C.json
襕,C,not-resolved,,,,,not-resolved,data/chars/8955.json
襚,C,not-resolved,,,,,not-resolved,data/chars/895A.json
襛,C,not-resolved,,,,,not-resolved,data/chars/895B.json
襜,C,not-resolved,,,,,not-resolved,data/chars/895C.json
襞,B,resolved,衣,衣,Bộ Y,145,record-radical,data/chars/895E.json
襟,C,not-resolved,,,,,not-resolved,data/chars/895F.json
襡,C,not-resolved,,,,,not-resolved,data/chars/8961.json
襢,C,not-resolved,,,,,not-resolved,data/chars/8962.json
襥,C,not-resolved,,,,,not-resolved,data/chars/8965.json
襦,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/8966.json
襫,B,resolved,衤,衣,Bộ Y,145,record-radical,data/chars/896B.json
襭,C,not-resolved,,,,,not-resolved,data/chars/896D.json
襮,C,not-resolved,,,,,not-resolved,data/chars/896E.json
襶,C,not-resolved,,,,,not-resolved,data/chars/8976.json
襻,C,not-resolved,,,,,not-resolved,data/chars/897B.json
襼,C,not-resolved,,,,,not-resolved,data/chars/897C.json
襽,C,not-resolved,,,,,not-resolved,data/chars/897D.json
襾,B,resolved,襾,襾,Bộ Á,146,self-radical,radical_learning_notes.json
西,C,not-resolved,,,,,not-resolved,data/chars/897F.json
覀,C,not-resolved,,,,,not-resolved,data/chars/8980.json
要,C,not-resolved,覀,,,,not-resolved,data/chars/8981.json
覂,C,not-resolved,,,,,not-resolved,data/chars/8982.json
覃,C,not-resolved,,,,,not-resolved,data/chars/8983.json
覅,C,not-resolved,,,,,not-resolved,data/chars/8985.json
覆,A,resolved,襾,襾,Bộ Á,146,record-radical,data/chars/8986.json
覉,C,not-resolved,,,,,not-resolved,data/chars/8989.json
覌,C,not-resolved,,,,,not-resolved,data/chars/898C.json
覐,C,not-resolved,,,,,not-resolved,data/chars/8990.json
覗,C,not-resolved,,,,,not-resolved,data/chars/8997.json
覚,C,not-resolved,,,,,not-resolved,data/chars/899A.json
覜,C,not-resolved,,,,,not-resolved,data/chars/899C.json
覤,C,not-resolved,,,,,not-resolved,data/chars/89A4.json
覧,C,not-resolved,,,,,not-resolved,data/chars/89A7.json
覰,C,not-resolved,,,,,not-resolved,data/chars/89B0.json
観,C,not-resolved,,,,,not-resolved,data/chars/89B3.json
见,A,resolved,目,目,Bộ Mục,109,record-radical,data/chars/89C1.json
观,C,not-resolved,见,,,,not-resolved,data/chars/89C2.json
觃,C,not-resolved,,,,,not-resolved,data/chars/89C3.json
规,C,not-resolved,见,,,,not-resolved,data/chars/89C4.json
觅,C,not-resolved,,,,,not-resolved,data/chars/89C5.json
视,C,not-resolved,见,,,,not-resolved,data/chars/89C6.json
觇,C,not-resolved,,,,,not-resolved,data/chars/89C7.json
览,C,not-resolved,见,,,,not-resolved,data/chars/89C8.json
觉,C,not-resolved,见,,,,not-resolved,data/chars/89C9.json
觊,C,not-resolved,见,,,,not-resolved,data/chars/89CA.json
觋,C,not-resolved,,,,,not-resolved,data/chars/89CB.json
觌,C,not-resolved,见,,,,not-resolved,data/chars/89CC.json
觍,C,not-resolved,,,,,not-resolved,data/chars/89CD.json
觎,C,not-resolved,见,,,,not-resolved,data/chars/89CE.json
觏,C,not-resolved,见,,,,not-resolved,data/chars/89CF.json
觐,C,not-resolved,见,,,,not-resolved,data/chars/89D0.json
觑,C,not-resolved,见,,,,not-resolved,data/chars/89D1.json
角,A,resolved,角,角,"Bộ Giác, Giốc",148,self-radical,radical_learning_notes.json
觔,C,not-resolved,,,,,not-resolved,data/chars/89D4.json
觖,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89D6.json
觚,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89DA.json
觜,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89DC.json
觝,C,not-resolved,,,,,not-resolved,data/chars/89DD.json
觞,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89DE.json
觡,C,not-resolved,,,,,not-resolved,data/chars/89E1.json
解,A,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89E3.json
觥,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89E5.json
触,A,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89E6.json
觧,C,not-resolved,,,,,not-resolved,data/chars/89E7.json
觩,C,not-resolved,,,,,not-resolved,data/chars/89E9.json
觫,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89EB.json
觭,C,not-resolved,,,,,not-resolved,data/chars/89ED.json
觯,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89EF.json
觱,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89F1.json
觳,B,resolved,角,角,"Bộ Giác, Giốc",148,record-radical,data/chars/89F3.json
觵,C,not-resolved,,,,,not-resolved,data/chars/89F5.json
觷,C,not-resolved,,,,,not-resolved,data/chars/89F7.json
觺,C,not-resolved,,,,,not-resolved,data/chars/89FA.json
觼,C,not-resolved,,,,,not-resolved,data/chars/89FC.json
觽,C,not-resolved,,,,,not-resolved,data/chars/89FD.json
觾,C,not-resolved,,,,,not-resolved,data/chars/89FE.json
觿,C,not-resolved,,,,,not-resolved,data/chars/89FF.json
言,A,resolved,言,言,Bộ Ngôn,149,self-radical,radical_learning_notes.json
訄,C,not-resolved,,,,,not-resolved,data/chars/8A04.json
訇,B,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8A07.json
訑,C,not-resolved,,,,,not-resolved,data/chars/8A11.json
訚,B,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8A1A.json
訧,C,not-resolved,,,,,not-resolved,data/chars/8A27.json
訬,C,not-resolved,,,,,not-resolved,data/chars/8A2C.json
訳,C,not-resolved,,,,,not-resolved,data/chars/8A33.json
訹,C,not-resolved,,,,,not-resolved,data/chars/8A39.json
訾,B,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8A3E.json
詅,C,not-resolved,,,,,not-resolved,data/chars/8A45.json
詈,C,not-resolved,,,,,not-resolved,data/chars/8A48.json
詊,C,not-resolved,,,,,not-resolved,data/chars/8A4A.json
詑,C,not-resolved,,,,,not-resolved,data/chars/8A51.json
詟,C,not-resolved,,,,,not-resolved,data/chars/8A5F.json
詨,C,not-resolved,,,,,not-resolved,data/chars/8A68.json
詸,C,not-resolved,,,,,not-resolved,data/chars/8A78.json
詹,B,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8A79.json
詻,C,not-resolved,,,,,not-resolved,data/chars/8A7B.json
誂,C,not-resolved,,,,,not-resolved,data/chars/8A82.json
誃,C,not-resolved,,,,,not-resolved,data/chars/8A83.json
誉,C,not-resolved,,,,,not-resolved,data/chars/8A89.json
誊,B,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8A8A.json
誋,C,not-resolved,,,,,not-resolved,data/chars/8A8B.json
誓,A,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8A93.json
誙,B,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8A99.json
誧,C,not-resolved,,,,,not-resolved,data/chars/8AA7.json
読,C,not-resolved,,,,,not-resolved,data/chars/8AAD.json
誯,C,not-resolved,,,,,not-resolved,data/chars/8AAF.json
諆,C,not-resolved,,,,,not-resolved,data/chars/8AC6.json
諌,C,not-resolved,,,,,not-resolved,data/chars/8ACC.json
諕,C,not-resolved,,,,,not-resolved,data/chars/8AD5.json
諵,C,not-resolved,,,,,not-resolved,data/chars/8AF5.json
謆,C,not-resolved,,,,,not-resolved,data/chars/8B06.json
謇,B,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8B07.json
謋,C,not-resolved,,,,,not-resolved,data/chars/8B0B.json
謍,C,not-resolved,,,,,not-resolved,data/chars/8B0D.json
謑,C,not-resolved,,,,,not-resolved,data/chars/8B11.json
謡,C,not-resolved,,,,,not-resolved,data/chars/8B21.json
謦,B,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8B26.json
謪,C,not-resolved,,,,,not-resolved,data/chars/8B2A.json
謷,C,not-resolved,,,,,not-resolved,data/chars/8B37.json
謼,C,not-resolved,,,,,not-resolved,data/chars/8B3C.json
譅,C,not-resolved,,,,,not-resolved,data/chars/8B45.json
譈,C,not-resolved,,,,,not-resolved,data/chars/8B48.json
譊,C,not-resolved,,,,,not-resolved,data/chars/8B4A.json
譒,C,not-resolved,,,,,not-resolved,data/chars/8B52.json
譡,C,not-resolved,,,,,not-resolved,data/chars/8B61.json
警,A,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8B66.json
譩,C,not-resolved,,,,,not-resolved,data/chars/8B69.json
譬,A,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8B6C.json
譱,C,not-resolved,,,,,not-resolved,data/chars/8B71.json
譲,C,not-resolved,,,,,not-resolved,data/chars/8B72.json
譶,C,not-resolved,,,,,not-resolved,data/chars/8B76.json
譹,C,not-resolved,,,,,not-resolved,data/chars/8B79.json
譾,C,not-resolved,,,,,not-resolved,data/chars/8B7E.json
讆,C,not-resolved,,,,,not-resolved,data/chars/8B86.json
讇,C,not-resolved,,,,,not-resolved,data/chars/8B87.json
讏,C,not-resolved,,,,,not-resolved,data/chars/8B8F.json
讐,C,not-resolved,,,,,not-resolved,data/chars/8B90.json
讘,C,not-resolved,,,,,not-resolved,data/chars/8B98.json
讟,C,not-resolved,,,,,not-resolved,data/chars/8B9F.json
讠,B,resolved,讠,言,Bộ Ngôn,149,radical-variant,radical_alias_index.json
计,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BA1.json
订,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BA2.json
讣,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BA3.json
认,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BA4.json
讥,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BA5.json
讦,C,not-resolved,,,,,not-resolved,data/chars/8BA6.json
讧,C,not-resolved,,,,,not-resolved,data/chars/8BA7.json
讨,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BA8.json
让,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BA9.json
讪,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BAA.json
讫,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BAB.json
讬,C,not-resolved,,,,,not-resolved,data/chars/8BAC.json
训,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BAD.json
议,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BAE.json
讯,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BAF.json
记,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB0.json
讱,C,not-resolved,,,,,not-resolved,data/chars/8BB1.json
讲,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB2.json
讳,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB3.json
讴,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB4.json
讵,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB5.json
讶,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB6.json
讷,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB7.json
许,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB8.json
讹,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BB9.json
论,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BBA.json
讼,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BBC.json
讽,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BBD.json
设,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BBE.json
访,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BBF.json
诀,C,not-resolved,,,,,not-resolved,data/chars/8BC0.json
证,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BC1.json
诂,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BC2.json
诃,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BC3.json
评,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BC4.json
诅,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BC5.json
识,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BC6.json
诇,C,not-resolved,,,,,not-resolved,data/chars/8BC7.json
诈,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BC8.json
诉,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BC9.json
诊,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BCA.json
诋,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BCB.json
诌,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BCC.json
词,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BCD.json
诎,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BCE.json
诏,C,not-resolved,,,,,not-resolved,data/chars/8BCF.json
诐,C,not-resolved,,,,,not-resolved,data/chars/8BD0.json
译,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD1.json
诒,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD2.json
诓,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD3.json
诔,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD4.json
试,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD5.json
诖,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD6.json
诗,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD7.json
诘,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD8.json
诙,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BD9.json
诚,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BDA.json
诛,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BDB.json
诜,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BDC.json
话,A,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8BDD.json
诞,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BDE.json
诟,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BDF.json
诠,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BE0.json
诡,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BE1.json
询,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BE2.json
诣,C,not-resolved,,,,,not-resolved,data/chars/8BE3.json
诤,C,not-resolved,,,,,not-resolved,data/chars/8BE4.json
该,A,resolved,言,言,Bộ Ngôn,149,record-radical,data/chars/8BE5.json
详,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BE6.json
诧,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BE7.json
诨,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BE8.json
诩,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BE9.json
诪,C,not-resolved,,,,,not-resolved,data/chars/8BEA.json
诫,C,not-resolved,,,,,not-resolved,data/chars/8BEB.json
诬,C,not-resolved,,,,,not-resolved,data/chars/8BEC.json
语,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BED.json
诮,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BEE.json
误,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BEF.json
诰,C,not-resolved,,,,,not-resolved,data/chars/8BF0.json
诱,C,not-resolved,,,,,not-resolved,data/chars/8BF1.json
诲,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BF2.json
诳,C,not-resolved,,,,,not-resolved,data/chars/8BF3.json
说,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BF4.json
诵,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BF5.json
诶,C,not-resolved,,,,,not-resolved,data/chars/8BF6.json
请,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BF7.json
诸,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BF8.json
诹,C,not-resolved,,,,,not-resolved,data/chars/8BF9.json
诺,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BFA.json
读,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BFB.json
诼,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BFC.json
诽,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BFD.json
课,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BFE.json
诿,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8BFF.json
谀,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C00.json
谁,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C01.json
谂,C,not-resolved,,,,,not-resolved,data/chars/8C02.json
调,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C03.json
谄,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C04.json
谅,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C05.json
谆,C,not-resolved,,,,,not-resolved,data/chars/8C06.json
谇,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C07.json
谈,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C08.json
谉,C,not-resolved,,,,,not-resolved,data/chars/8C09.json
谊,C,not-resolved,,,,,not-resolved,data/chars/8C0A.json
谋,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C0B.json
谌,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C0C.json
谍,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C0D.json
谎,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C0E.json
谏,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C0F.json
谐,A,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C10.json
谑,C,not-resolved,,,,,not-resolved,data/chars/8C11.json
谒,B,resolved,讠,言,Bộ Ngôn,149,record-radical,data/chars/8C12.json
